ENTREZ.ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70
5195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015219799298576	0	0	0.310951488723664	0	0	0	0	0	0	0	0	0	0	0.0494195458133707	0	0.0852990626903618	0	0.113222959307884	0	0	0	0	0	0	0.124470847935007	0	0	0	0	0	0	0	0	0	0	0.301416296231136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181753612242288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0794509305976447	0	0.902373708178126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2475	0.00357227142006302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0785898275342732	0.0222645430489325	0	0	0	0.00535494019598844	0	0	0	0	0	0	0	0.00913393429839761	0.0107976674747563	0	0.00292088300268066	0	0.00155303019803974	0.00202975519369318	0.00344503673470867	0	0	0	0	0	0	0	0	0	0	0	0	0.0119394204891742	0	0.0253661018196908	0	0	0	0	0	0	0.0144118834084862	0	0	0	0	0	0	0	0.0253720297381105	0	0.783248675443005	0
3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542599441171493	0	0.111055558855964	0	0.089859863542805	0	0	0.130527068037396	0	0	0	0	0	0	0	0	0.0168896293729928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00444463109780298	0	0	0	0	0	0.0205159428870676	0	0	0	0	0	0	0	0	0.0666769547890066	0.0174309102454722	0
3799	0.0141378208238605	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783514528353073	0	0	0.0539595786600235	0	0	0	0.061280592716802	0	0	0	0	0	0	0	0	0.0110351741286075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505655546673205	0	0	0	0	0.0259669474365448	0	0.0118707733806691	0	0	0	0	0	0	0	0	0	0	0	0	0.0278935794509744	0	0	0.00528444958271345	0
3800	0	0.0811084664230965	0	0	0	0	0	0	0	0	0	0	0	0	0.189034762851935	0	0	0	0	0	0	0.0551632447547792	0	0	0	0	0	0	0	0.208061120034621	0.226643058664913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141206504822857	0.0987828424477975	0
5898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083389962856912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00472660870949758	0	0	0	0.0517972435028199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291173874605907	0	0	0	0	0	0	0.04439293826067	0	0	0	0	0.0998425178832897	0	0.0126501973472356	0	0	0.749134110550205	0
3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154652673913479	0	0	0	0	0	0	0	0	0.0177976226463152	0.048064518958148	0.285033240114043	0	0.336305739620757	0.126715231668384	0	0.126593348415733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00872450660041998	0	0	0.00674649647340562	0	0	0.0285540281114468	0	0	0	0	0
3320	0.133612238052232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392604583604996	0	0	0	0	0.0065728830907351	0	0.0380166030153233	0.0230901599205758	0.0155811164080253	0	0	0	0.141665160325036	0	0.561557396610668	0	0	0	0	0	0	0	0	0.00565679361941349	0.0186372977177302	0	0	0	0	0	0	0	0	0	0	0	0.0015289887817851	0.0048469320452217	0	0.00997397205275482	0	0	0	0	0	0	0	0
1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258332559190928	0.572596597489301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16907084331977	0	0	0	0	0	0	0	0	0	0	0
2058	0.139463859284324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376230196688132	0.368157411663301	0	0	0	0	0	0.116148532364242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122842462625987	0	0	0.114083957782841	0	0	0	0	0	0	0	0	0	0	0.0335291533217263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687660128129275	0	0	0	0	0	0	0	0	0	0.0418842981401712	0
1674	0.00222574727041365	0	0	0	0	0	0	0	0	0	0	0	0	0	0.891892202541432	0	0	0	0	0	0	0.0324021027524689	0	0	0	0	0	0	0	0.0102101866848901	0.00284494613510417	0	0	0	0	0	0	0.0149219185864066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0411780174725215	0	0	0.00218715274658264	0	0	0	0	0	0	0.00213772581018057	0
5573	0.0492828591500314	0	0	0	0.0259474310958022	0	0	0	0	0	0	0	0	0	0.0264171789920377	0	0.00880429130951354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100172201349542	0	0	0	0.0232715464668536	0	0	0	0	0	0	0	0	0	0	0	0.0618899499356032	0	0	0	0.511393929843804	0.0395665093882147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317862478599321	0	0	0.211622835823253	0
7249	0.0412397932318547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0442174059872439	0	0.027180756513008	0	0.11746438488523	0	0	0	0	0	0	0	0	0.0377448752418265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72557342173675	0	0	0	0	0	0	0	0	0	0	0	0.00657936240408667	0	0	0	0	0	0	0	0	0	0	0
4291	0.0627394910256019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085119284936796	0	0	0.00430197329324362	0	0	0	0	0	0.0266951600409162	0.882455978191575	0	0	0	0	0	0	0.00626873763023866	0	0	0.00902673132474558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27101	0.0226439841919037	0.0268576838616011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110096810714328	0	0	0	0	0.0374993355732926	0	0.000512457688312155	0.00390950693987852	0	0	0	0	0	0	0.871743758363049	0	0	0	0	0	0.0109652010029915	0	0	0	0.0146050168285109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253374479027881	0
322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05834325752236	0.0259952405045001	0	0.677740910879373	0	0	0.0982683328482693	0	0	0	0.139652258245498	0
10971	0.0498128776883926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361210851691305	0	0	0	0	0	0	0.0214296857967641	0	0	0	0	0.000800355892995819	0	0	0	0.0162187032721636	0	0	0	0.0468128250604791	0.00351975155329779	0	0	0	0	0	0	0	0	0	0	0.754122621992309	0	0	0	0	0	0	0	0	0	0	0.0197221832602515	0	0	0	0.0361210851691305	0	0	0.0302377166924743	0	0	0	0.0175900851048289	0
53616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.645671115778336	0	0	0	0	0	0	0	0	0	0	0	0.10631701263134	0.102872779670523	0	0	0	0	0	0	0	0	0.145139091919801	0
7534	0.0883654529994454	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000562656406379671	0	0.0367095814756784	0	0.00109102250711881	0	0	0.00631183354440145	0	0	0	0	0	0.000276586146852009	0	0.00327266873962535	0.00574673521532289	0.0206186401624893	0.00389816034641998	0	0.0357828324256031	0.0309685522853716	0.00126597445273864	0	0	0.016744697190577	0	0	0	0	0	0	0.555415071698927	0	0	0	0.00699320382585797	0.00960300871028706	0.00140262858248227	0	0	0	0	0	0.00974812095131432	0.0873728311152752	0	0.065612016073003	0	0	0.0122377251448297	0	0	0	0	0
2561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158380979611366	0	0	0	0.349545571626131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131737964504322	0	0	0	0	0	0	0	0.360335484258181	0	0	0	0	0	0	0	0	0	0	0
7531	0.026034542524516	0.00936230078087398	0	0	0	0	0	0.0135188305209729	0	0	0	0	0	0	0.00841321180953266	0	0.0109279716030138	0	0.00453188596664105	0.00799512438485818	0	0.0277897190318646	0	0	0	0	0	0.00200455164593799	0.00316159541578652	0	0.014210096601846	0	0	0	0.00735308137055633	0.00740336560793008	0.00142794749779081	0.0108679842417662	0	0	0	0	0	0	0	0	0.788423855560755	0	0	0	0	0	0	0	0	0	0	0.0235815733890711	0.00668033376055052	0	0	0.0194965443666392	0	0	0.00681548391909742	0	0	0	0	0
5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875289189658109	0	0	0	0	0	0.0828713164232486	0	0	0.0108174667468535	0	0	0	0	0	0.0148413590538499	0	0	0.00880276844814775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00737789966979122	0	0
